case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status
EZYV20151,Europe,High School,Y,N,1389,1991,West,50472.49,Year,Y,Certified
EZYV2261,Asia,Doctorate,Y,N,1588,2012,South,132901.19,Year,N,Certified
EZYV17129,Asia,High School,N,N,2604,1941,Northeast,220.5704,Hour,Y,Denied
EZYV16247,Europe,Doctorate,N,N,306,1995,West,57529.92,Year,Y,Certified
EZYV16026,South America,Master's,N,Y,1099,1873,South,94826.11,Year,Y,Denied
EZYV18108,Europe,Master's,Y,N,3172,1987,West,9912.5,Year,Y,Certified
EZYV19274,Asia,Master's,N,N,3799,1999,West,92605.91,Year,Y,Certified
EZYV8024,Asia,Bachelor's,N,N,1784,1997,South,117706.38,Year,Y,Denied
EZYV178,Asia,Bachelor's,Y,N,2708,2010,Northeast,109921.68,Year,Y,Certified
EZYV6861,Asia,Bachelor's,N,N,1773,2005,South,44534.73,Year,Y,Denied
EZYV15512,Asia,Master's,N,N,1320,1995,Midwest,74570.95,Year,Y,Certified
EZYV242,Oceania,Doctorate,Y,N,2871,2009,South,56606.54,Month,Y,Certified
EZYV15722,Asia,Bachelor's,Y,N,463,1885,Midwest,47789.37,Year,Y,Certified
EZYV14096,Asia,Doctorate,Y,N,4456,2013,Northeast,82799.09,Year,Y,Certified
EZYV22958,North America,High School,N,N,845,1999,Northeast,38091.39,Year,Y,Denied
EZYV1375,North America,Master's,Y,N,2813,2007,South,32867.29,Year,Y,Certified
EZYV3764,Asia,Master's,Y,N,2839,1940,South,57902.85,Year,Y,Certified
EZYV598,Asia,Master's,Y,N,2266,2000,Midwest,164341.96,Year,Y,Certified
EZYV25267,Europe,Bachelor's,N,Y,1892,1986,South,3445.4,Year,Y,Certified
EZYV6220,Asia,Master's,Y,N,525,1975,Northeast,97561.97,Year,Y,Certified
EZYV18817,Asia,Master's,Y,N,3841,2007,West,79655.33,Year,Y,Denied
EZYV17220,North America,Master's,Y,N,1359,2001,Northeast,92638.77,Year,N,Denied
EZYV16627,Asia,Bachelor's,N,N,12,2009,South,53879.06,Year,Y,Denied
EZYV25401,Asia,Bachelor's,N,N,1535,2010,Northeast,103659.75,Year,Y,Certified
EZYV2633,North America,Master's,Y,N,526,2014,South,43300.57,Year,Y,Certified
EZYV4035,Asia,Master's,Y,N,1752,2000,South,143203.83,Year,Y,Certified
EZYV20068,Asia,Bachelor's,N,N,7400,1998,Northeast,193162.48,Year,N,Denied
EZYV21647,North America,Master's,N,N,2323,1931,West,101132.65,Year,Y,Certified
EZYV2789,Europe,Master's,N,N,155,2008,Northeast,89305.6,Year,Y,Certified
EZYV13727,South America,Bachelor's,Y,N,2695,1978,South,45054.64,Year,Y,Certified
EZYV23413,Asia,Bachelor's,Y,N,86,1957,Northeast,15413.23,Year,Y,Certified
EZYV19809,Europe,Master's,N,N,3748,1998,Midwest,45528.57,Year,Y,Certified
EZYV23610,Asia,Bachelor's,N,N,1498,2009,West,741.9883,Hour,Y,Denied
EZYV18314,Asia,Bachelor's,N,N,1561,1993,Northeast,71521.0,Year,Y,Denied
EZYV6816,Asia,Master's,Y,Y,1441,1971,South,138479.38,Year,Y,Certified
EZYV18324,Oceania,Bachelor's,Y,N,2425,1993,West,121203.58,Year,Y,Denied
EZYV6510,North America,Master's,Y,N,968,2009,West,95290.58,Year,Y,Denied
EZYV21464,Asia,Bachelor's,Y,N,2852,1915,South,67839.74,Year,N,Certified
EZYV7541,Asia,Bachelor's,Y,N,1439,1996,West,53523.89,Year,Y,Denied
EZYV3905,Oceania,Master's,Y,N,2252,1987,West,21306.83,Year,Y,Certified
EZYV22036,Asia,High School,N,N,4892,1982,South,71920.44,Year,Y,Certified
EZYV3583,Europe,Master's,Y,N,2521,2010,Northeast,26457.54,Year,Y,Certified
EZYV4941,Africa,Doctorate,N,N,991,1867,Northeast,74006.58,Year,Y,Certified
EZYV6707,Asia,Master's,N,N,4378,1992,West,119380.62,Year,Y,Certified
EZYV12982,Asia,High School,Y,N,1953,1964,West,10566.76,Year,Y,Denied
EZYV24779,Asia,Master's,N,N,5644,1898,Midwest,22626.29,Year,Y,Certified
EZYV887,North America,Bachelor's,N,N,85646,2013,South,103341.32,Year,N,Certified
EZYV17180,Europe,Bachelor's,N,N,5525,2013,West,29069.16,Year,Y,Certified
EZYV20720,Europe,Bachelor's,N,N,483,2007,West,685.5338,Hour,Y,Denied
EZYV19337,Asia,High School,Y,N,3216,1911,South,459.6725,Hour,Y,Denied
EZYV21905,North America,Bachelor's,Y,N,845,1990,Northeast,171.63,Hour,Y,Denied
EZYV24459,North America,Bachelor's,N,N,559,2004,Northeast,84200.89,Year,N,Denied
EZYV20288,Africa,Master's,N,N,1029,1977,Northeast,102718.5,Year,Y,Certified
EZYV19228,Asia,Master's,Y,N,33,2013,South,84054.72,Year,Y,Certified
EZYV13656,Asia,Master's,Y,N,2107,1890,South,19578.03,Year,Y,Certified
EZYV17678,Asia,High School,N,N,1762,2001,Northeast,238.8305,Hour,Y,Certified
EZYV3623,Europe,Bachelor's,N,Y,2225,1949,West,122255.17,Year,Y,Certified
EZYV12597,North America,Bachelor's,Y,N,1299,1896,Northeast,28141.06,Year,Y,Certified
EZYV11866,Europe,Bachelor's,Y,N,4168,2004,West,18611.11,Year,Y,Denied
EZYV19161,Asia,Bachelor's,Y,N,4470,1999,West,120503.59,Year,Y,Denied
EZYV305,Asia,Bachelor's,Y,N,2114,1977,West,596.2488,Hour,Y,Certified
EZYV24788,Asia,Bachelor's,N,Y,2230,1996,Northeast,45834.45,Year,N,Denied
EZYV3910,Asia,Bachelor's,N,N,386,2002,South,247.1333,Hour,Y,Denied
EZYV4258,South America,Master's,Y,N,142,1981,Northeast,503.1522,Hour,Y,Denied
EZYV18621,Europe,Bachelor's,N,N,3669,2010,South,32512.42,Year,Y,Certified
EZYV6763,Asia,High School,N,N,10337,1999,Midwest,259277.18,Year,Y,Denied
EZYV6072,Asia,Master's,Y,N,2488,2001,Northeast,10137.39,Year,Y,Certified
EZYV9081,Asia,Bachelor's,Y,N,2893,1998,South,691.1057,Hour,Y,Denied
EZYV24667,Asia,Master's,Y,N,2561,1990,Northeast,113138.5,Year,N,Denied
EZYV7500,Europe,Bachelor's,Y,N,1500,2004,South,3025.56,Year,Y,Certified
EZYV12364,Asia,Master's,Y,N,2681,1920,West,115142.83,Year,Y,Certified
EZYV24786,South America,Bachelor's,Y,N,2331,2006,South,75139.53,Year,Y,Denied
EZYV22909,Asia,Bachelor's,Y,N,688,1934,Northeast,49049.16,Year,N,Certified
EZYV5809,Asia,Master's,N,N,1876,2002,Northeast,280.2427,Hour,Y,Certified
EZYV16632,Asia,High School,N,Y,33837,1997,South,44280.25,Year,N,Denied
EZYV3557,Asia,Master's,N,N,219,2004,Northeast,96792.02,Year,N,Denied
EZYV6828,Asia,Master's,Y,N,129897,1963,Northeast,15656.52,Year,N,Certified
EZYV20892,Asia,Bachelor's,N,Y,554,2010,Midwest,82220.09,Year,Y,Denied
EZYV12677,Asia,Master's,Y,N,633,1946,Northeast,24149.59,Year,Y,Certified
EZYV4513,Europe,Bachelor's,Y,N,2866,1885,South,10376.12,Year,Y,Certified
EZYV4224,Asia,Bachelor's,N,N,3928,1993,South,70871.72,Year,Y,Denied
EZYV1310,Asia,Bachelor's,N,N,1802,1979,West,61524.12,Year,Y,Denied
EZYV13369,North America,Master's,Y,N,5016,1999,South,15491.66,Year,Y,Certified
EZYV22617,Europe,Master's,Y,Y,971,1952,South,64567.17,Year,Y,Certified
EZYV23517,Asia,Bachelor's,Y,N,2879,2010,West,94941.03,Year,Y,Denied
EZYV7832,Asia,Doctorate,N,Y,319,1968,Northeast,86152.52,Year,Y,Certified
EZYV18203,North America,Master's,N,N,437,1977,West,54974.77,Year,N,Certified
EZYV14420,Asia,Master's,Y,N,2191,2008,South,96860.0,Year,Y,Certified
EZYV15332,Europe,Doctorate,Y,N,538,1994,Midwest,40091.19,Year,Y,Certified
EZYV18765,North America,High School,Y,N,1456,2001,South,108421.95,Year,Y,Certified
EZYV22333,Europe,Bachelor's,Y,N,3306,1952,South,10990.9,Year,Y,Denied
EZYV14146,Asia,Master's,Y,N,5863,1991,Northeast,170011.67,Year,Y,Certified
EZYV20354,South America,High School,N,N,2893,1884,South,689.9597,Hour,Y,Denied
EZYV11367,Europe,High School,N,N,2863,1981,West,16202.09,Year,Y,Denied
EZYV19456,Asia,Master's,N,N,471,2012,South,118701.14,Year,Y,Denied
EZYV6686,North America,Master's,Y,N,4119,1946,Northeast,6757.17,Year,Y,Certified
EZYV931,Asia,Bachelor's,Y,N,2083,1947,West,98871.58,Year,Y,Certified
EZYV17810,Asia,Bachelor's,N,N,1658,1999,South,693.8824,Hour,Y,Denied
EZYV235,Europe,Bachelor's,N,N,2771,1975,West,100786.62,Year,Y,Certified
EZYV10530,Asia,Bachelor's,N,N,842,1990,West,131347.64,Year,Y,Denied
EZYV20112,Asia,Bachelor's,Y,N,1959,2008,Northeast,50418.81,Year,Y,Certified
EZYV18401,Europe,Bachelor's,N,Y,2082,2007,West,74386.89,Year,Y,Certified
EZYV13439,Europe,High School,Y,N,5339,1991,West,79939.22,Year,Y,Denied
EZYV18311,Asia,High School,Y,N,332,1993,Northeast,247.3649,Hour,Y,Denied
EZYV7635,Asia,High School,N,N,555,1978,Northeast,62238.02,Year,Y,Denied
EZYV7116,Asia,Master's,Y,N,2829,1898,Midwest,18887.29,Year,N,Certified
EZYV10816,Europe,Doctorate,Y,N,2687,1998,Northeast,27874.08,Year,Y,Certified
EZYV20692,Asia,High School,Y,N,460,1998,Northeast,714.3446,Hour,Y,Denied
EZYV21240,North America,Master's,Y,N,1726,1993,Midwest,45558.65,Year,Y,Certified
EZYV22411,Asia,Bachelor's,Y,N,216,2002,Northeast,47986.5,Year,Y,Certified
EZYV8712,Asia,Master's,N,N,5132,1999,Island,94570.25,Year,N,Certified
EZYV22839,Asia,Master's,Y,N,4287,2005,West,45466.49,Year,Y,Denied
EZYV5813,Asia,Master's,N,N,1157,1945,West,60498.18,Year,Y,Certified
EZYV1538,Asia,Master's,N,N,2516,1885,South,200234.67,Year,Y,Certified
EZYV22607,Asia,Bachelor's,Y,N,1279,2012,Northeast,71366.04,Year,Y,Denied
EZYV24019,North America,Bachelor's,Y,N,841,2003,Northeast,21632.84,Week,Y,Certified
EZYV20751,Asia,Bachelor's,Y,N,4452,1920,West,53219.71,Year,Y,Certified
EZYV13679,South America,Master's,N,N,2661,2010,West,216011.19,Year,N,Certified
EZYV20561,Asia,Bachelor's,Y,N,614,2008,Northeast,60164.02,Year,Y,Certified
EZYV2446,Asia,High School,N,Y,4241,1988,Northeast,85601.64,Year,Y,Denied
EZYV23555,Europe,Bachelor's,N,N,4627,2012,Northeast,52766.91,Year,Y,Certified
EZYV4666,Asia,Doctorate,Y,N,3517,2002,Island,90678.17,Year,Y,Certified
EZYV3391,Europe,High School,Y,N,103,1981,South,589.4545,Hour,Y,Denied
EZYV25428,North America,Bachelor's,N,N,1967,1983,Northeast,813.3569,Hour,Y,Denied
EZYV16046,Asia,Bachelor's,Y,N,5367,1800,West,91868.42,Year,Y,Denied
EZYV19018,Asia,Doctorate,Y,N,5898,1947,West,12892.09,Year,Y,Certified
EZYV17463,Asia,Bachelor's,Y,N,1289,1988,Northeast,16145.79,Year,Y,Certified
EZYV22656,Asia,Bachelor's,N,N,1975,1992,Midwest,132115.38,Year,Y,Denied
EZYV979,Asia,Master's,Y,N,866,2012,Northeast,41439.87,Year,Y,Certified
EZYV21250,Asia,High School,N,N,1694,2009,Midwest,76582.51,Year,Y,Denied
EZYV20653,Asia,Bachelor's,Y,N,4929,1997,South,164184.99,Year,N,Certified
EZYV352,Asia,Bachelor's,N,N,2280,2011,Midwest,37069.3,Year,Y,Certified
EZYV14304,Europe,Bachelor's,Y,Y,2748,1968,West,111546.18,Year,Y,Denied
EZYV10664,Europe,Doctorate,N,N,2234,1978,Northeast,124998.3,Year,Y,Certified
EZYV16524,Asia,Bachelor's,Y,N,604,1880,Midwest,216188.09,Year,Y,Certified
EZYV1069,Africa,Master's,N,N,1486,1992,Northeast,233641.72,Year,Y,Denied
EZYV16906,Asia,Master's,N,N,67,1994,South,431.5107,Hour,Y,Certified
EZYV19110,Asia,Master's,Y,N,3180,2008,Midwest,130559.63,Year,Y,Certified
EZYV21072,Asia,Master's,Y,N,4226,2008,Northeast,83632.5,Year,Y,Certified
EZYV11616,Europe,Bachelor's,N,N,3098,1977,Northeast,1515.79,Year,Y,Denied
EZYV21959,Asia,Bachelor's,Y,N,2164,1971,West,112491.57,Year,Y,Denied
EZYV174,Asia,Bachelor's,Y,N,28592,1997,West,61740.3,Year,Y,Certified
EZYV11280,North America,Master's,Y,N,2996,1994,West,105024.69,Year,Y,Denied
EZYV13728,Asia,Doctorate,Y,N,4177,1961,Midwest,69609.04,Year,Y,Certified
EZYV10866,Asia,Bachelor's,Y,N,232,2005,West,51762.79,Week,Y,Certified
EZYV22809,Asia,Master's,Y,N,214,2000,Northeast,185347.74,Year,Y,Denied
EZYV17869,Asia,Bachelor's,N,Y,3791,1998,South,198068.14,Year,Y,Denied
EZYV15915,Asia,Bachelor's,N,N,3208,2006,West,22682.72,Year,Y,Certified
EZYV5690,Asia,Doctorate,Y,N,2080,1947,West,146591.09,Year,Y,Certified
EZYV4365,Asia,Bachelor's,Y,N,17558,1997,Midwest,50200.5,Year,Y,Certified
EZYV7981,Asia,Doctorate,N,N,600,1912,West,134814.13,Year,Y,Certified
EZYV13150,Oceania,Doctorate,N,N,4952,1990,Northeast,111219.31,Year,Y,Certified
EZYV14256,Asia,Bachelor's,Y,N,75,1832,South,61071.24,Year,N,Denied
EZYV5731,Asia,High School,N,N,399,2006,Midwest,151692.73,Year,Y,Denied
EZYV3386,Asia,Bachelor's,N,N,4702,1971,West,46806.21,Year,Y,Denied
EZYV3856,Africa,Master's,Y,N,3617,1997,South,37940.78,Year,Y,Certified
EZYV84,Asia,Bachelor's,Y,N,2359,2007,Northeast,84125.48,Year,Y,Certified
EZYV3572,Asia,Master's,N,N,2181,1983,South,143687.52,Year,Y,Denied
EZYV13527,Asia,Bachelor's,N,N,18,2011,South,349.9129,Hour,Y,Denied
EZYV19677,North America,Master's,Y,N,604,2005,West,75119.41,Year,Y,Certified
EZYV1140,Asia,Bachelor's,Y,Y,516,1999,Northeast,110798.53,Year,Y,Certified
EZYV1530,Asia,Bachelor's,Y,N,5117,1992,West,80898.69,Year,Y,Certified
EZYV21143,Asia,High School,N,N,699,2011,South,133819.93,Year,Y,Certified
EZYV11951,Asia,Master's,Y,N,2020,1930,West,48711.22,Year,Y,Certified
EZYV24873,Asia,Bachelor's,N,N,3855,1968,West,47826.07,Year,Y,Certified
EZYV5355,Asia,High School,Y,N,32,1855,Midwest,307410.02,Year,Y,Denied
EZYV19537,Europe,Master's,Y,N,1614,1836,South,62829.73,Year,Y,Certified
EZYV13343,South America,Master's,N,N,691,1871,Northeast,23334.16,Year,Y,Certified
EZYV3741,Asia,Master's,Y,N,4668,2001,West,84889.85,Year,Y,Certified
EZYV6253,Asia,Master's,Y,N,1076,2009,West,63643.41,Year,N,Certified
EZYV1057,Asia,Master's,N,N,1764,1960,Northeast,8352.99,Week,Y,Denied
EZYV7437,Asia,High School,N,N,1681,1990,West,328.9246,Hour,Y,Denied
EZYV3306,North America,Master's,Y,N,1481,2007,South,128782.21,Year,N,Certified
EZYV13195,Asia,High School,N,Y,1311,1999,Northeast,130008.73,Year,Y,Denied
EZYV8185,North America,Master's,N,Y,1476,1986,Island,98052.59,Year,Y,Denied
EZYV17527,Asia,Master's,Y,N,3664,1987,South,75498.54,Year,Y,Certified
EZYV2088,North America,Bachelor's,N,N,2411,1850,Northeast,34685.47,Year,Y,Denied
EZYV8222,Asia,Doctorate,Y,N,6120,1944,Northeast,110822.33,Year,Y,Certified
EZYV1420,Africa,Bachelor's,Y,N,502,2004,Northeast,56203.25,Year,Y,Certified
EZYV20828,South America,High School,Y,N,1590,1975,Northeast,57.2276,Hour,Y,Denied
EZYV18396,Asia,Bachelor's,Y,N,2160,1999,West,112116.98,Year,Y,Denied
EZYV6077,Asia,Bachelor's,Y,N,279,2007,South,42061.41,Year,Y,Denied
EZYV21308,Europe,Bachelor's,Y,Y,338,1947,South,99831.62,Year,Y,Certified
EZYV19719,Asia,High School,Y,N,126,2000,Northeast,85438.85,Year,Y,Denied
EZYV17658,Asia,Master's,Y,N,1497,1895,South,21349.41,Year,Y,Certified
EZYV2043,Asia,Master's,Y,N,4487,1946,South,62416.6,Year,N,Certified
EZYV9121,Asia,Bachelor's,Y,N,576,1927,South,98784.81,Year,Y,Denied
EZYV18031,Africa,High School,Y,Y,4068,2004,West,51060.2,Year,Y,Denied
EZYV9352,Europe,Master's,Y,N,1725,2005,West,64646.41,Year,N,Denied
EZYV22347,Asia,Bachelor's,N,N,1213,1994,West,137633.95,Year,Y,Denied
EZYV14389,North America,Master's,Y,N,2895,1998,Northeast,681.5492,Hour,Y,Denied
EZYV13239,Asia,Bachelor's,N,N,2009,1996,West,344.3705,Hour,Y,Denied
EZYV922,Asia,Master's,Y,N,4209,1940,South,71707.36,Year,Y,Certified
EZYV16592,Asia,Bachelor's,Y,N,1700,1988,Midwest,96259.04,Year,Y,Denied
EZYV17016,Asia,Master's,Y,N,533,1863,South,176777.82,Year,Y,Certified
EZYV11660,Asia,Bachelor's,Y,N,1549,2006,Northeast,84330.65,Year,Y,Certified
EZYV19448,Asia,Master's,Y,N,2579,2007,South,137945.44,Year,N,Certified
EZYV2553,Africa,Doctorate,N,N,3449,2009,Northeast,130701.58,Year,N,Denied
EZYV6653,Asia,Master's,Y,N,2624,2013,Northeast,43628.17,Year,Y,Certified
EZYV4638,Asia,High School,N,N,2736,2010,Northeast,49633.38,Year,Y,Denied
EZYV23056,Asia,Bachelor's,N,N,1214,1994,Northeast,31405.29,Year,Y,Certified
EZYV12862,Asia,Bachelor's,N,N,2607,2002,South,921.3556,Hour,Y,Denied
EZYV16273,Asia,High School,N,N,597,2002,South,106581.18,Year,Y,Denied
EZYV4490,Asia,Master's,Y,N,3385,1987,South,113421.74,Year,Y,Certified
EZYV18423,Asia,Bachelor's,Y,N,1363,2010,South,146551.65,Year,Y,Denied
EZYV9737,Asia,Bachelor's,N,N,1627,2011,Northeast,50743.32,Year,Y,Denied
EZYV24825,Europe,Master's,Y,N,218,1990,Northeast,69406.8,Year,Y,Certified
EZYV18885,Europe,Bachelor's,Y,N,5881,1997,West,15058.32,Year,Y,Certified
EZYV8932,Asia,Bachelor's,Y,N,1832,2001,West,83050.2,Year,Y,Denied
EZYV10643,Asia,Master's,Y,N,1463,1993,Northeast,186350.93,Year,N,Denied
EZYV16509,Asia,Bachelor's,Y,N,3175,1999,South,89407.87,Year,Y,Denied
EZYV4740,Asia,Master's,Y,N,2047,1999,South,49732.36,Year,Y,Certified
EZYV21142,South America,Doctorate,Y,N,1982,1998,Northeast,91580.95,Year,Y,Certified
EZYV367,Asia,Master's,Y,N,5483,2003,West,48943.43,Year,Y,Certified
EZYV13162,Asia,High School,Y,N,3413,1998,South,4001.26,Year,Y,Denied
EZYV20895,Asia,Master's,N,N,3207,1973,South,83203.24,Year,Y,Certified
EZYV7928,Asia,Master's,Y,N,2481,1998,Northeast,75673.27,Year,Y,Certified
EZYV5448,Asia,Master's,Y,N,595,1994,Northeast,47283.21,Year,N,Certified
EZYV21209,Asia,Master's,Y,N,5059,2008,South,83451.18,Year,N,Denied
EZYV8778,Asia,Master's,Y,N,2213,2007,South,154.26,Hour,Y,Certified
EZYV23339,Asia,Bachelor's,N,N,1396,1972,Northeast,101084.79,Year,Y,Denied
EZYV2853,Asia,Bachelor's,Y,N,801,2010,South,47953.87,Year,Y,Certified
EZYV18253,Asia,High School,N,Y,2101,1971,South,116558.27,Year,Y,Certified
EZYV22948,Europe,Bachelor's,Y,N,3404,2011,West,120759.07,Year,Y,Denied
EZYV15048,Asia,Bachelor's,N,N,3201,1998,South,67618.74,Year,Y,Certified
EZYV21456,Asia,Bachelor's,Y,N,6077,2011,Northeast,27556.25,Year,Y,Certified
EZYV9129,Europe,Master's,Y,N,3092,1995,West,91150.95,Year,Y,Certified
EZYV13839,Europe,Doctorate,Y,N,101293,1999,South,10705.54,Year,Y,Certified
EZYV4868,Asia,Bachelor's,N,N,119,2007,South,150521.49,Year,N,Certified
EZYV11376,Europe,Doctorate,N,N,4595,1999,Northeast,17176.81,Year,Y,Certified
EZYV2104,Europe,Bachelor's,Y,Y,1975,1988,Northeast,58725.23,Year,Y,Certified
EZYV23649,Asia,Master's,N,N,731,2012,South,270599.15,Year,N,Denied
EZYV5920,Asia,High School,Y,N,4445,1933,South,30135.72,Year,Y,Denied
EZYV21404,Asia,Master's,Y,N,3131,2000,Northeast,120099.21,Year,Y,Certified
EZYV21737,Asia,Doctorate,Y,Y,3208,1997,South,141405.7,Year,Y,Denied
EZYV22111,Europe,Master's,N,N,4334,1996,Northeast,707.813,Hour,Y,Certified
EZYV129,Asia,Bachelor's,N,N,2140,1997,South,37032.83,Year,Y,Certified
EZYV8709,Asia,Doctorate,Y,N,787,2005,West,4240.15,Year,Y,Certified
EZYV5575,Asia,Master's,Y,N,3766,1968,South,74335.9,Year,N,Certified
EZYV11543,Asia,Master's,Y,N,101941,1975,Northeast,80889.54,Year,Y,Certified
EZYV10608,Asia,Bachelor's,N,N,2767,1993,South,645.8773,Hour,Y,Denied
EZYV21320,Asia,Master's,Y,N,3055,2000,West,119928.31,Year,Y,Denied
EZYV5742,Asia,Master's,N,N,2064,1998,Midwest,129748.81,Year,Y,Certified
EZYV14666,Europe,Bachelor's,Y,N,67441,1997,West,44342.91,Year,Y,Certified
EZYV16996,Asia,Bachelor's,Y,N,4202,1999,South,112151.1,Year,Y,Certified
EZYV17237,Asia,Master's,N,N,3788,1995,Northeast,82201.17,Year,Y,Denied
EZYV4636,Asia,Master's,Y,N,1537,2009,West,85477.04,Year,N,Certified
EZYV17202,Asia,Master's,N,N,78,1970,Midwest,138696.17,Year,Y,Certified
EZYV12804,Asia,Bachelor's,N,N,3928,2014,Midwest,73179.26,Year,Y,Certified
EZYV2469,Asia,Bachelor's,Y,N,28060,1878,West,89546.29,Year,Y,Certified
EZYV17769,Asia,Master's,N,N,2309,2004,Northeast,151380.94,Year,Y,Certified
EZYV12587,Asia,Master's,N,N,182,1947,Northeast,130093.45,Year,Y,Certified
EZYV4565,Asia,Master's,Y,N,70,2010,West,69027.56,Year,Y,Certified
EZYV23729,Asia,Master's,N,N,3576,2010,South,132044.06,Year,N,Certified
EZYV24220,North America,Bachelor's,N,N,1290,1890,Northeast,911.0253,Hour,Y,Denied
EZYV15958,Asia,Bachelor's,N,N,2971,1888,South,100882.4,Year,N,Certified
EZYV7106,Europe,High School,N,N,3174,1931,South,221.784,Hour,Y,Denied
EZYV379,Asia,Bachelor's,N,Y,-11,2011,Northeast,32506.14,Year,Y,Denied
EZYV10780,Asia,Bachelor's,Y,N,4208,1896,West,13271.74,Year,Y,Certified
EZYV6205,North America,Bachelor's,N,N,1361,2004,South,92231.75,Year,Y,Certified
EZYV9038,North America,Doctorate,Y,N,3039,1999,South,34996.2,Year,Y,Certified
EZYV11985,Europe,Master's,Y,N,2092,2007,South,24891.13,Year,Y,Certified
EZYV17391,Asia,Master's,N,Y,3263,1963,Island,134007.33,Year,Y,Certified
EZYV21124,Asia,Master's,N,N,1415,1968,Midwest,3708.18,Year,N,Denied
EZYV23906,Europe,Bachelor's,Y,Y,1685,2013,Northeast,99822.09,Year,Y,Denied
EZYV11590,Asia,Bachelor's,N,N,102,1947,Northeast,45996.16,Year,Y,Denied
EZYV2162,North America,Doctorate,N,Y,2548,1869,West,25769.77,Year,Y,Denied
EZYV10836,North America,Bachelor's,Y,N,3022,1869,Northeast,405.678,Hour,Y,Certified
EZYV10910,Asia,Bachelor's,Y,N,424,2006,West,8935.83,Year,Y,Certified
EZYV8035,Asia,Bachelor's,Y,N,2601,2009,Midwest,7489.34,Year,Y,Certified
EZYV3300,Asia,Master's,Y,N,21531,2007,West,61970.98,Year,Y,Certified
EZYV7927,Asia,Bachelor's,Y,N,214,1976,West,59987.73,Year,Y,Certified
EZYV15371,North America,Bachelor's,Y,N,3825,1880,West,85024.68,Week,Y,Certified
EZYV7623,Asia,High School,Y,N,2448,2008,Midwest,140511.78,Year,Y,Denied
EZYV21466,Asia,Master's,Y,N,3495,1989,West,70152.5,Year,Y,Denied
EZYV8996,Asia,Bachelor's,N,N,3104,1996,South,132708.5,Year,Y,Certified
EZYV3860,Asia,High School,Y,N,2991,1899,West,35033.57,Year,Y,Denied
EZYV2965,Asia,Master's,Y,N,6682,2012,West,70337.13,Year,Y,Certified
EZYV9875,Asia,Bachelor's,N,N,826,1994,Northeast,181455.34,Year,Y,Certified
EZYV21709,Asia,Doctorate,Y,N,4780,1968,South,60391.51,Year,Y,Certified
EZYV2235,North America,Bachelor's,N,N,600,1990,Northeast,35667.42,Year,Y,Denied
EZYV18650,Europe,Bachelor's,Y,N,812,1983,West,86686.18,Year,Y,Denied
EZYV7436,North America,Bachelor's,N,Y,1486,2004,West,100756.72,Year,Y,Denied
EZYV21397,North America,Bachelor's,Y,N,5696,2008,West,86664.91,Year,Y,Certified
EZYV4603,Asia,Bachelor's,N,N,5805,1967,West,236316.36,Year,Y,Denied
EZYV14380,Asia,Master's,Y,N,45044,2006,Midwest,89370.48,Year,Y,Certified
EZYV8219,Asia,Master's,Y,N,687,2009,South,99065.5,Year,Y,Certified
EZYV10489,North America,High School,Y,N,1565,2004,Northeast,55193.04,Year,Y,Denied
EZYV14229,Asia,Bachelor's,Y,N,754,2005,West,52288.23,Year,Y,Denied
EZYV6011,Europe,Master's,N,Y,3160,2005,West,22392.51,Year,Y,Certified
EZYV4688,Asia,Master's,N,N,1290,2013,West,100.5384,Hour,Y,Denied
EZYV17143,Asia,Master's,N,N,1938,1996,South,112136.73,Year,Y,Denied
EZYV14970,Asia,Master's,Y,N,3323,1849,Northeast,47093.1,Year,N,Certified
EZYV14305,Asia,Master's,Y,N,795,1877,Midwest,152852.58,Year,Y,Certified
EZYV17743,Asia,Bachelor's,N,N,5460,1979,Northeast,68115.66,Year,Y,Denied
EZYV765,Asia,Bachelor's,Y,N,1393,1991,South,135441.47,Year,Y,Certified
EZYV6380,Asia,Bachelor's,N,N,74,1976,West,59782.98,Year,Y,Denied
EZYV20280,Asia,Master's,N,N,1641,2009,Midwest,64276.74,Year,Y,Denied
EZYV14687,North America,Bachelor's,N,N,1056,1897,West,48.1309,Hour,Y,Denied
EZYV13290,North America,Bachelor's,Y,N,2419,1884,West,11764.68,Year,Y,Certified
EZYV24615,Asia,Master's,Y,N,2966,1882,Northeast,33428.28,Year,Y,Denied
EZYV7334,Asia,Master's,Y,N,3396,1987,Midwest,156366.1,Year,Y,Certified
EZYV23158,Asia,High School,N,N,2995,1981,Midwest,115651.81,Month,Y,Denied
EZYV21892,North America,High School,N,N,109428,2005,West,137304.76,Year,N,Denied
EZYV16826,Europe,Bachelor's,Y,N,1455,1987,Northeast,128538.47,Year,Y,Certified
EZYV2094,Europe,Master's,N,N,1214,1980,West,130600.53,Year,Y,Certified
EZYV19029,Europe,Bachelor's,N,N,1483,2003,South,125038.9,Year,Y,Certified
EZYV3599,Asia,Master's,N,N,694,1962,Northeast,106.8412,Hour,Y,Denied
EZYV20242,Asia,Bachelor's,N,N,1528,1998,Midwest,119876.47,Year,Y,Certified
EZYV7818,Asia,Master's,N,N,2786,1998,South,157633.94,Year,Y,Certified
EZYV11413,Asia,Master's,Y,N,1246,2011,South,87639.63,Year,Y,Certified
